name,seasonal,style,keys,desc,abv,ibu,location,location_id
Purple Haze,0,Hazy Fruit Ale,"Hazy Fruit Ale, McMenamins dared to dream and became the first brewery in the U.S. to legally use fruit in the creation of ales. We still craft our flagship Fruit Ales exactly as we first did. We aim to make them light, crisp and refreshingly fruity. Purple Haze, a favorite and often requested recipe for over twenty years now, is brewed using locally malted 2row and 42 pounds of Oregon boysenberries in every batch. Fruit: Boysenberry, Malts: Premium 2row, Hops: Chinook","McMenamins dared to dream and became the first brewery in the U.S. to legally use fruit in the creation of ales. We still craft our flagship Fruit Ales exactly as we first did. We aim to make them light, crisp and refreshingly fruity. Purple Haze, a favorite and often requested recipe for over twenty years now, is brewed using locally malted 2row and 42 pounds of Oregon boysenberries in every batch. Fruit: Boysenberry, Malts: Premium 2row, Hops: Chinook",4,5,McMenamins ,42
33rd State IPA,0,IPA,"IPA, A light straw color makes way for aromas of grapefruit, mixed berries and fresh pine, thanks to a thorough dry-hopping. A medium body welcomes a bready sweetness and flavors of citrus and tropical fruit. The finish is crisp, with just the right amount of bitterness. Raise a pint to the institution that is the Pacific Northwest India Pale Ale. Malts: Premium 2row, Northwest Pale, Crystal 15, Hops: Chinook, Simcoe, Mosaic, Citra","A light straw color makes way for aromas of grapefruit, mixed berries and fresh pine, thanks to a thorough dry-hopping. A medium body welcomes a bready sweetness and flavors of citrus and tropical fruit. The finish is crisp, with just the right amount of bitterness. Raise a pint to the institution that is the Pacific Northwest India Pale Ale. Malts: Premium 2row, Northwest Pale, Crystal 15, Hops: Chinook, Simcoe, Mosaic, Citra",6.97,53,McMenamins ,42
5th Floor IPA,0,IPA,"IPA, Named for the peculiar, diminutive fifth floor of the Tacoma Elks Temple, this IPA is shrouded in mysticism. Your experience will begin with aromas of grapefruit, orange and bright pine. Vibrant citrus flavors abound with earthy undertones and spice, providing noticeable balance. Let 5th Floor IPA be your guide as you hunt for this hidden level, and through any other quest your heart desires. Malts: Superior Pilsen, Crystal 15, Hops: Chinook, Simcoe, Amarillo, Cascade","Named for the peculiar, diminutive fifth floor of the Tacoma Elks Temple, this IPA is shrouded in mysticism. Your experience will begin with aromas of grapefruit, orange and bright pine. Vibrant citrus flavors abound with earthy undertones and spice, providing noticeable balance. Let 5th Floor IPA be your guide as you hunt for this hidden level, and through any other quest your heart desires. Malts: Superior Pilsen, Crystal 15, Hops: Chinook, Simcoe, Amarillo, Cascade",6.45,48,McMenamins ,42
Susan B. Hazy IPA,0,IPA,"IPA, Brewed by women from the local Pink Boots Society chapter for International Women's Day, this hazy IPA was named to honor suffragette & equal labor rights champion Susan B. Anthony. With an aroma of blood oranges & floral hops, you'll enjoy a juicy, tart mouthfeel, chock full of hoppy orange flavor. Special Ingredients: Pink Boots Hop Blend: Loral, Mosaic, Simcoe, Sabro, GlacierMalts: 2row, Wheat, Torrified Wheat, Vienna, Dextrapils, Hops: Simcoe, Citra","Brewed by women from the local Pink Boots Society chapter for International Women's Day, this hazy IPA was named to honor suffragette & equal labor rights champion Susan B. Anthony. With an aroma of blood oranges & floral hops, you'll enjoy a juicy, tart mouthfeel, chock full of hoppy orange flavor. Special Ingredients: Pink Boots Hop Blend: Loral, Mosaic, Simcoe, Sabro, GlacierMalts: 2row, Wheat, Torrified Wheat, Vienna, Dextrapils, Hops: Simcoe, Citra",6.58,34,McMenamins ,42
Jam Session IPA,0,IPA,"IPA, In an effort to add our instrument to the soundtrack of summer, we produced Jam Session IPA, a light, easy-drinking IPA. Expect our trio of hops to be the front man of this band, providing strong floral and pine riffs with a beat of citrus.  Whether you’re a hard-rockin’ IPA drinker or a classic Golden Ale fan, you’ll find the song of the season in every pint of this IPA built for summer. Malts: Golden Promise, Vienna, Flaked Barley, Crystal 15, Hops: Centennial, Mosaic, Falconer Flight 7Cs","In an effort to add our instrument to the soundtrack of summer, we produced Jam Session IPA, a light, easy-drinking IPA. Expect our trio of hops to be the front man of this band, providing strong floral and pine riffs with a beat of citrus.  Whether you’re a hard-rockin’ IPA drinker or a classic Golden Ale fan, you’ll find the song of the season in every pint of this IPA built for summer. Malts: Golden Promise, Vienna, Flaked Barley, Crystal 15, Hops: Centennial, Mosaic, Falconer Flight 7Cs",4.77,48,McMenamins ,42
Resilience Butte County Proud IPA,0,IPA,"IPA, Brewed at McMenamins High Street Brewery and McMenamins Mill Creek Brewery, we will donate 100% of Resilience sales to the Sierra Nevada Camp Fire Relief Fund to help Butte County rebuild its community. Malts: 2row, Crystal 60, Hops: Centennial, Cascade","Brewed at McMenamins High Street Brewery and McMenamins Mill Creek Brewery, we will donate 100% of Resilience sales to the Sierra Nevada Camp Fire Relief Fund to help Butte County rebuild its community. Malts: 2row, Crystal 60, Hops: Centennial, Cascade",6.7,70,McMenamins ,42
Lola's Hazy IPA,5,IPA,"IPA, This company-wide seasonal delivers big aromas of berries and pine thanks to a hop blend created by the Pink Boots Society, an organization for women in craft beer. Lola’s Hazy IPA provides flavors of earth and passionfruit, with juicy quality that we think would impress Lola Baldwin herself! Special Ingredients: Blend of Imperial's Juice, Barbarian, and Citrus Yeasts, Malts: Premium 2row, Wheat, Rolled Oats, Hops: Simcoe, Strata, Ekuanot, Pink Boots Hop Blend (Loral, Mosaic, Simcoe, Sabro, Glacier)","This company-wide seasonal delivers big aromas of berries and pine thanks to a hop blend created by the Pink Boots Society, an organization for women in craft beer. Lola’s Hazy IPA provides flavors of earth and passionfruit, with juicy quality that we think would impress Lola Baldwin herself! Special Ingredients: Blend of Imperial's Juice, Barbarian, and Citrus Yeasts, Malts: Premium 2row, Wheat, Rolled Oats, Hops: Simcoe, Strata, Ekuanot, Pink Boots Hop Blend (Loral, Mosaic, Simcoe, Sabro, Glacier)",6.06,10,McMenamins ,42
Sabertooth Haze,0,IPA,"IPA, This hazy IPA boasts aromas of citrus and ripe papaya while a smooth, pillowy mouthfeel precedes resinous flavors of juicy tropical fruit. Raise a Haze to the rock of past and present. Special Ingredients: Blend of Imperial's Juice, Barbarian, and Citrus Yeasts, Malts: Pilsen, Northwest Pale, Pale Ale, Carapils, Rolled Oats, Flaked Barley, Acidulated, Hops: Columbus, Strata, Mosaic, El Dorado, Citra","This hazy IPA boasts aromas of citrus and ripe papaya while a smooth, pillowy mouthfeel precedes resinous flavors of juicy tropical fruit. Raise a Haze to the rock of past and present. Special Ingredients: Blend of Imperial's Juice, Barbarian, and Citrus Yeasts, Malts: Pilsen, Northwest Pale, Pale Ale, Carapils, Rolled Oats, Flaked Barley, Acidulated, Hops: Columbus, Strata, Mosaic, El Dorado, Citra",6.06,10,McMenamins ,42
Sunflower IPA,0,IPA,"IPA, Inspired by the bountiful sunflowers grown in the pub's beer garden, this IPA has a deep golden color and distinct citrus flavors that satisfy both the diehard IPA drinker and those who prefer a lighter palate. Sunflower IPA is truly a beer for the masses. Malts: Superior Pilsen, Rolled Oats, Crystal 15, Hops: Chinook, Mosaic, Citra, Cascade, Bullion","Inspired by the bountiful sunflowers grown in the pub's beer garden, this IPA has a deep golden color and distinct citrus flavors that satisfy both the diehard IPA drinker and those who prefer a lighter palate. Sunflower IPA is truly a beer for the masses. Malts: Superior Pilsen, Rolled Oats, Crystal 15, Hops: Chinook, Mosaic, Citra, Cascade, Bullion",6.84,33,McMenamins ,42
White Tiger IPA,0,IPA,"IPA, A reincarnation of a beer originally brewed at the Fulton Brewery in 1993, this IPA is fierce. You're met by a straw color and aromas of lime, berries and tropical fruit. A lively body crafted on a light foundation sets the stage for magnificent hop quality. Flavors of honeydew and citrus abound, followed by a crisp, dry finish. Malts: Superior Pilsen, Crystal 15, Hops: Chinook, Idaho7, Meridian, Ekuanot","A reincarnation of a beer originally brewed at the Fulton Brewery in 1993, this IPA is fierce. You're met by a straw color and aromas of lime, berries and tropical fruit. A lively body crafted on a light foundation sets the stage for magnificent hop quality. Flavors of honeydew and citrus abound, followed by a crisp, dry finish. Malts: Superior Pilsen, Crystal 15, Hops: Chinook, Idaho7, Meridian, Ekuanot",6.45,35,McMenamins ,42
Red Riser IRA,2,IRA,"IRA, Made from the finest Pilsner and Crystal Malts, this red giant is generously hopped late in the boil with a heavenly blend of aromatic varieties. The glorious garnet hue illuminates the way to a wonderfully complex beer. The tropical, juicy hop notes hit the nose in a prophetic burst of awareness that something wonderful is to follow. And it does in fruity, citrusy hop flavor. Enjoy this seasonal while you wait for the summer sun to rise again. Malts: Superior Pilsen, Crystal 50/60, Crystal 135/165, Rolled Oats, Hops: Citra, Simcoe, Chinook, Amarillo","Made from the finest Pilsner and Crystal Malts, this red giant is generously hopped late in the boil with a heavenly blend of aromatic varieties. The glorious garnet hue illuminates the way to a wonderfully complex beer. The tropical, juicy hop notes hit the nose in a prophetic burst of awareness that something wonderful is to follow. And it does in fruity, citrusy hop flavor. Enjoy this seasonal while you wait for the summer sun to rise again. Malts: Superior Pilsen, Crystal 50/60, Crystal 135/165, Rolled Oats, Hops: Citra, Simcoe, Chinook, Amarillo",6.45,8,McMenamins ,42
Mannschaft Kolsch,0,Kolsch,"Kolsch, This classic German Kolsch was brought to you by collaboration. Nine different McMenamins Brewers worked as a team to develop this recipe. All German malts, German-style hops and a German Kolsch yeast provide an idea of what a traditional Kolsch might of tasted like in Germany in the early 20th century. Light in alcohol and light in color, this beer doesn't lack in flavor. Special Ingredients: Dieter Kolsch Yeast, Malts: Best Pilsner, Best Chit, Best Vienna, Best Acidulated, Hops: Perle, Tettnanger","This classic German Kolsch was brought to you by collaboration. Nine different McMenamins Brewers worked as a team to develop this recipe. All German malts, German-style hops and a German Kolsch yeast provide an idea of what a traditional Kolsch might of tasted like in Germany in the early 20th century. Light in alcohol and light in color, this beer doesn't lack in flavor. Special Ingredients: Dieter Kolsch Yeast, Malts: Best Pilsner, Best Chit, Best Vienna, Best Acidulated, Hops: Perle, Tettnanger",4.64,15,McMenamins ,42
Hammerhead,0,Pale Ale,"Pale Ale, Our classic Northwest Pale Ale is a rich chestnut-colored gem, and model of harmony between hops and malted barley. Hammerhead's signature Cascade Hop nose and intense hopped flavor blend nicely with the caramel tones from the Crystal Malt. This beer has a vocal following; to run out is an unforgivable sin. Malts:Premium 2row, Crystal 60, Hops: Cascade","Our classic Northwest Pale Ale is a rich chestnut-colored gem, and model of harmony between hops and malted barley. Hammerhead's signature Cascade Hop nose and intense hopped flavor blend nicely with the caramel tones from the Crystal Malt. This beer has a vocal following; to run out is an unforgivable sin. Malts:Premium 2row, Crystal 60, Hops: Cascade",6,44,McMenamins ,42
Black Widow Porter,0,Porter,"Porter, each sublime deep-black goblet is packed with the robust notes afforded by generous amounts of black and roast malts, and further spirited with ethereal wisps of caramel and licorice. Special Ingredients: Licorice Root, Malts: Baird's Pale, Munich, Wheat, Flaked Barley, Baird's Roast, Baird's Crystal 135/165, Baird's Black Hops: US Golding, Chinook","each sublime deep-black goblet is packed with the robust notes afforded by generous amounts of black and roast malts, and further spirited with ethereal wisps of caramel and licorice. Special Ingredients: Licorice Root, Malts: Baird's Pale, Munich, Wheat, Flaked Barley, Baird's Roast, Baird's Crystal 135/165, Baird's Black Hops: US Golding, Chinook",7.22,31,McMenamins ,42
Ruby Ale,0,Ruby Ale,"Ruby Ale, One of our most popular beers, we still make Ruby with the same aims we had when brewing the first batch back in 1986: To create an ale that's light, crisp and refreshingly fruity. Great Western Premium 2row and 42 pounds of Oregon-grown raspberry puree is used to craft every batch. For over 30 years, Ruby has been admired by a devoted fan base and remains as she first was: simple but delicious.Fruit: Raspberry, Malts: Premium 2row, Maltodextrin, Hops: Chinook","One of our most popular beers, we still make Ruby with the same aims we had when brewing the first batch back in 1986: To create an ale that's light, crisp and refreshingly fruity. Great Western Premium 2row and 42 pounds of Oregon-grown raspberry puree is used to craft every batch. For over 30 years, Ruby has been admired by a devoted fan base and remains as she first was: simple but delicious.Fruit: Raspberry, Malts: Premium 2row, Maltodextrin, Hops: Chinook",4.13,5,McMenamins ,42
McMenamins Irish Stout (On Nitro),2,Stout,"Stout, This ebony-colored Stout boasts a thick, creamy and long-lasting head. The flavor is a fantastic fusion of coffee-like roasted barley bitterness and semi-sweet chocolate. A moderate hop bitterness balances a hearty backbone, with a smooth, silky creaminess. Malts: Baird's Maris Otter Pale, Grain Millers Flaked Barley, Baird's Brown, Baird's Roast, Baird's Chocolate Malt,Hops: Chinook, US Golding","This ebony-colored Stout boasts a thick, creamy and long-lasting head. The flavor is a fantastic fusion of coffee-like roasted barley bitterness and semi-sweet chocolate. A moderate hop bitterness balances a hearty backbone, with a smooth, silky creaminess. Malts: Baird's Maris Otter Pale, Grain Millers Flaked Barley, Baird's Brown, Baird's Roast, Baird's Chocolate Malt,Hops: Chinook, US Golding",4.9,35,McMenamins ,42
